#UPS-spectrum

#Date/time: 	2018-03-26__17-34-57


#AK pressure: 	8,69E-9 	mbar
#Pass energy: 	15.0 	eV
#Volt. bias: 	-15.0 	V
#Volt. lens: 	-15.0 	V
#Step width: 	20.0 	meV
#Counttime: 	200.0 	ms
#Vor: 	16.0 	V
#Nach: 	5.0 	V
#slope: 	0.613 	V/s
#offset: 	-48.850 	V


#Slope: 	72.7 	mV/s
#Counttime: 	200.0 	ms




#E_k 	 cps 	 Ana 	 Hemi 	 Hemo 	 EP 	 Mt + 	 + meas


13,029	000000	-12,949	-11,977	-13,639	15,080	206	10
13,001	000000	-12,924	-11,952	-13,613	15,076	206	11
12,981	000000	-12,905	-11,934	-13,595	15,076	206	10
12,964	000000	-12,887	-11,915	-13,576	15,077	219	11
12,943	000000	-12,868	-11,896	-13,557	15,075	219	12
12,926	000000	-12,849	-11,877	-13,538	15,076	219	11
12,908	000000	-12,830	-11,858	-13,519	15,077	218	11
12,883	000000	-12,805	-11,833	-13,495	15,078	216	11
12,863	000000	-12,787	-11,815	-13,476	15,076	224	11
12,847	000000	-12,768	-11,796	-13,457	15,079	223	11
12,828	000000	-12,749	-11,777	-13,438	15,079	218	11
12,811	000000	-12,731	-11,759	-13,420	15,080	204	10
12,793	000000	-12,712	-11,740	-13,401	15,080	207	10
12,780	000000	-12,694	-11,721	-13,383	15,086	208	10
12,754	000000	-12,670	-11,696	-13,358	15,084	220	11
12,732	000000	-12,651	-11,679	-13,340	15,080	205	10
12,716	000000	-12,633	-11,660	-13,321	15,084	223	11
12,694	000000	-12,614	-11,641	-13,302	15,080	205	10
12,682	000000	-12,596	-11,622	-13,284	15,086	205	10
12,659	000000	-12,577	-11,604	-13,266	15,082	220	11
12,636	000000	-12,552	-11,579	-13,241	15,084	206	10
12,618	000000	-12,534	-11,561	-13,223	15,084	219	11
12,599	000000	-12,516	-11,542	-13,204	15,083	219	11
12,581	000000	-12,497	-11,524	-13,186	15,084	205	10
12,565	000000	-12,479	-11,505	-13,168	15,086	218	11
12,546	000000	-12,460	-11,487	-13,149	15,085	223	11
12,521	000000	-12,435	-11,462	-13,124	15,086	205	10
12,481	000000	-12,417	-11,445	-13,105	15,065	224	11
12,438	000000	-12,398	-11,430	-13,087	15,039	224	11
12,420	000000	-12,380	-11,411	-13,068	15,040	224	11
12,401	000000	-12,361	-11,393	-13,050	15,039	220	11
12,385	000000	-12,343	-11,374	-13,031	15,042	209	10
12,360	000000	-12,318	-11,349	-13,006	15,042	219	11
12,344	000000	-12,299	-11,330	-12,987	15,045	214	11
12,324	000000	-12,280	-11,311	-12,968	15,044	221	12
12,305	000000	-12,262	-11,292	-12,950	15,043	205	10
12,327	000000	-12,243	-11,269	-12,931	15,084	206	10
12,315	000000	-12,224	-11,250	-12,912	15,091	206	11
12,290	000000	-12,199	-11,224	-12,887	15,091	223	11
12,269	000000	-12,180	-11,206	-12,868	15,089	220	11
12,254	000000	-12,161	-11,187	-12,849	15,093	220	11
12,233	000000	-12,142	-11,168	-12,830	15,091	218	11
12,216	000000	-12,123	-11,149	-12,812	15,093	214	11
12,197	000000	-12,105	-11,130	-12,793	15,092	205	11
12,172	000000	-12,080	-11,105	-12,768	15,093	219	11
12,160	000000	-12,061	-11,086	-12,750	15,099	206	10
12,133	000000	-12,042	-11,068	-12,730	15,091	207	11
12,118	000000	-12,024	-11,049	-12,712	15,094	206	11
12,096	000000	-12,005	-11,030	-12,693	15,091	206	10
12,081	000000	-11,986	-11,011	-12,674	15,095	206	10
12,061	000000	-11,967	-10,992	-12,655	15,094	220	11
12,035	000000	-11,943	-10,968	-12,630	15,093	220	13
11,997	000000	-11,924	-10,951	-12,612	15,073	207	12
11,983	000000	-11,906	-10,933	-12,594	15,077	204	10
11,963	000000	-11,887	-10,914	-12,575	15,075	215	11
11,949	000000	-11,869	-10,895	-12,557	15,080	222	12
11,928	000000	-11,850	-10,877	-12,538	15,078	222	11
11,902	000000	-11,825	-10,852	-12,513	15,076	207	11
11,888	000000	-11,807	-10,833	-12,495	15,081	222	11
11,866	000000	-11,788	-10,815	-12,476	15,077	219	11
11,846	000000	-11,770	-10,796	-12,457	15,076	221	13
11,831	000000	-11,751	-10,777	-12,439	15,080	219	11
11,812	000000	-11,733	-10,759	-12,420	15,079	215	11
11,787	000000	-11,708	-10,734	-12,396	15,079	224	11
11,769	000000	-11,689	-10,716	-12,377	15,080	205	10
11,747	000000	-11,670	-10,697	-12,358	15,076	207	11
11,732	000000	-11,652	-10,678	-12,340	15,080	216	11
11,712	000000	-11,634	-10,660	-12,321	15,079	217	11
11,697	000000	-11,615	-10,641	-12,303	15,082	205	11
11,670	000000	-11,590	-10,616	-12,278	15,080	219	12
11,648	000000	-11,571	-10,598	-12,259	15,077	219	11
11,636	000000	-11,553	-10,579	-12,240	15,083	218	12
11,614	000000	-11,534	-10,560	-12,222	15,080	218	11
11,597	000000	-11,516	-10,542	-12,203	15,081	223	11
11,575	000000	-11,497	-10,523	-12,184	15,078	205	10
11,553	000000	-11,472	-10,498	-12,160	15,081	221	11
11,536	000000	-11,454	-10,480	-12,141	15,082	205	10
11,519	000000	-11,436	-10,461	-12,123	15,083	219	11
11,498	000000	-11,417	-10,443	-12,104	15,081	220	11
11,483	000000	-11,398	-10,423	-12,085	15,085	219	11
11,462	000000	-11,380	-10,405	-12,067	15,083	218	11
11,437	000000	-11,355	-10,380	-12,042	15,082	204	11
11,422	000000	-11,336	-10,362	-12,024	15,085	208	11
11,400	000000	-11,318	-10,343	-12,005	15,082	205	10
11,388	000000	-11,299	-10,324	-11,987	15,088	218	11
11,362	000000	-11,281	-10,306	-11,968	15,081	206	10
11,346	000000	-11,262	-10,287	-11,949	15,084	224	11
11,326	000000	-11,243	-10,269	-11,930	15,082	220	11
11,304	000000	-11,219	-10,244	-11,906	15,086	219	11
11,283	000000	-11,200	-10,225	-11,887	15,084	218	11
11,265	000000	-11,181	-10,206	-11,868	15,084	220	11
11,247	000000	-11,162	-10,187	-11,849	15,084	219	11
11,231	000000	-11,144	-10,169	-11,831	15,086	205	10
11,208	000000	-11,126	-10,151	-11,812	15,082	217	11
11,187	000000	-11,101	-10,126	-11,788	15,086	224	11
11,172	000000	-11,082	-10,107	-11,769	15,090	220	11
11,149	000000	-11,063	-10,088	-11,750	15,086	220	12
11,134	000000	-11,045	-10,070	-11,732	15,089	218	11
11,115	000000	-11,027	-10,051	-11,714	15,088	217	11
11,099	000000	-11,008	-10,032	-11,695	15,091	216	11
11,071	000000	-10,983	-10,008	-11,670	15,088	207	11
11,054	000000	-10,965	-9,989	-11,651	15,089	222	11
11,038	000000	-10,948	-9,971	-11,633	15,089	219	13
11,018	000000	-10,930	-9,952	-11,615	15,088	220	12
11,000	000000	-10,911	-9,933	-11,596	15,090	209	12
10,983	000000	-10,893	-9,915	-11,577	15,090	209	11
10,959	000000	-10,868	-9,890	-11,553	15,091	220	12
10,937	000000	-10,849	-9,871	-11,534	15,088	207	10
10,925	000000	-10,831	-9,852	-11,515	15,094	216	11
10,902	000000	-10,812	-9,833	-11,496	15,090	206	10
10,888	000000	-10,793	-9,815	-11,478	15,094	206	10
10,864	000000	-10,774	-9,796	-11,458	15,090	207	13
10,840	000000	-10,750	-9,771	-11,434	15,090	206	11
10,821	000000	-10,731	-9,753	-11,415	15,089	217	11
10,759	000000	-10,713	-9,739	-11,397	15,046	218	11
10,742	000000	-10,695	-9,721	-11,379	15,047	205	11
10,723	000000	-10,676	-9,703	-11,360	15,046	219	13
10,703	000000	-10,658	-9,684	-11,342	15,045	216	11
10,678	000000	-10,633	-9,660	-11,317	15,045	207	11
10,665	000000	-10,615	-9,641	-11,299	15,050	216	11
10,645	000000	-10,597	-9,623	-11,281	15,048	205	11
10,628	000000	-10,578	-9,604	-11,262	15,050	207	11
10,615	000000	-10,560	-9,585	-11,243	15,055	219	12
10,591	000000	-10,541	-9,567	-11,225	15,050	220	12
10,571	000000	-10,523	-9,549	-11,207	15,048	219	11
10,548	000000	-10,498	-9,524	-11,182	15,051	219	12
10,527	000000	-10,479	-9,505	-11,163	15,048	219	11
10,511	000000	-10,460	-9,486	-11,144	15,051	205	10
10,493	000000	-10,441	-9,467	-11,125	15,051	206	10
10,476	000000	-10,423	-9,448	-11,107	15,053	205	10
10,452	000000	-10,404	-9,430	-11,088	15,048	205	11
10,428	000000	-10,379	-9,405	-11,063	15,049	205	11
10,413	000000	-10,360	-9,386	-11,044	15,052	217	12
10,394	000000	-10,342	-9,367	-11,026	15,052	205	10
10,377	000000	-10,324	-9,349	-11,008	15,053	218	11
10,353	000000	-10,305	-9,331	-10,989	15,048	221	11
10,340	000000	-10,287	-9,312	-10,971	15,054	221	11
10,333	000000	-10,262	-9,287	-10,948	15,071	218	11
10,315	000000	-10,244	-9,269	-10,930	15,072	219	11
10,312	000000	-10,225	-9,248	-10,911	15,087	208	10
10,313	000000	-10,207	-9,228	-10,892	15,106	205	10
10,305	000000	-10,188	-9,208	-10,874	15,117	218	11
10,286	000000	-10,170	-9,190	-10,855	15,116	206	10
10,261	000000	-10,145	-9,165	-10,830	15,116	207	10
10,241	000000	-10,126	-9,146	-10,812	15,114	206	10
10,227	000000	-10,108	-9,128	-10,793	15,119	218	11
10,204	000000	-10,089	-9,109	-10,774	15,115	220	11
10,187	000000	-10,070	-9,090	-10,756	15,117	220	11
10,175	000000	-10,052	-9,071	-10,737	15,123	204	10
10,142	000000	-10,027	-9,047	-10,712	15,116	205	10
10,087	000000	-10,008	-9,032	-10,694	15,079	204	10
10,067	000000	-9,989	-9,014	-10,675	15,077	207	10
10,049	000000	-9,971	-8,995	-10,656	15,078	204	10
10,029	000000	-9,953	-8,977	-10,638	15,076	218	11
10,009	000000	-9,934	-8,958	-10,619	15,075	205	10
9,991	000000	-9,915	-8,940	-10,601	15,076	208	11
9,965	000000	-9,890	-8,915	-10,576	15,075	218	11
9,954	000000	-9,872	-8,895	-10,557	15,082	207	10
9,930	000000	-9,853	-8,877	-10,538	15,077	220	12
9,910	000000	-9,834	-8,859	-10,519	15,075	218	11
9,891	000000	-9,815	-8,840	-10,501	15,076	219	11
9,870	000000	-9,797	-8,821	-10,482	15,074	223	11
9,844	000000	-9,772	-8,796	-10,457	15,072	223	11
9,833	000000	-9,753	-8,777	-10,439	15,079	206	11
9,812	000000	-9,735	-8,759	-10,420	15,077	205	11
9,795	000000	-9,716	-8,740	-10,401	15,079	206	10
9,774	000000	-9,698	-8,722	-10,383	15,076	204	10
9,760	000000	-9,679	-8,703	-10,364	15,081	220	12
9,735	000000	-9,654	-8,678	-10,339	15,081	220	12
9,718	000000	-9,636	-8,659	-10,321	15,082	219	11
9,695	000000	-9,617	-8,641	-10,302	15,078	214	11
9,680	000000	-9,598	-8,622	-10,283	15,082	213	12
9,663	000000	-9,580	-8,603	-10,264	15,083	215	12
9,644	000000	-9,561	-8,585	-10,246	15,083	207	11
9,618	000000	-9,537	-8,560	-10,222	15,081	204	10
9,607	000000	-9,519	-8,541	-10,203	15,088	208	11
9,584	000000	-9,500	-8,523	-10,185	15,084	219	11
9,576	000000	-9,482	-8,504	-10,167	15,094	220	12
9,594	000000	-9,464	-8,482	-10,149	15,130	220	11
9,575	000000	-9,445	-8,463	-10,130	15,129	219	11
9,549	000000	-9,421	-8,439	-10,106	15,128	214	12
9,531	000000	-9,403	-8,420	-10,087	15,128	220	12
9,513	000000	-9,384	-8,402	-10,069	15,128	207	11
9,494	000000	-9,366	-8,383	-10,050	15,128	206	11
9,478	000000	-9,347	-8,364	-10,032	15,132	220	11
9,459	000000	-9,328	-8,346	-10,013	15,131	219	11
9,432	000000	-9,303	-8,321	-9,988	15,129	220	12
9,418	000000	-9,284	-8,302	-9,969	15,133	220	11
9,395	000000	-9,266	-8,283	-9,950	15,129	213	12
9,380	000000	-9,247	-8,264	-9,931	15,133	205	10
9,361	000000	-9,229	-8,246	-9,913	15,132	206	11
9,345	000000	-9,210	-8,227	-9,894	15,135	218	11
9,323	000000	-9,191	-8,208	-9,875	15,132	222	11
9,301	000000	-9,166	-8,183	-9,851	15,135	207	10
9,281	000000	-9,148	-8,164	-9,832	15,133	205	11
9,265	000000	-9,129	-8,145	-9,813	15,136	219	11
9,244	000000	-9,110	-8,127	-9,794	15,134	220	11
9,221	000000	-9,092	-8,109	-9,776	15,130	213	11
9,203	000000	-9,073	-8,090	-9,757	15,130	222	11
9,179	000000	-9,049	-8,065	-9,732	15,130	223	11
9,167	000000	-9,029	-8,046	-9,714	15,137	216	11
9,143	000000	-9,011	-8,028	-9,695	15,132	215	11
9,126	000000	-8,992	-8,009	-9,677	15,134	207	10
9,105	000000	-8,974	-7,991	-9,658	15,131	220	11
9,089	000000	-8,955	-7,972	-9,639	15,134	220	11
9,069	000000	-8,930	-7,946	-9,614	15,139	207	10
9,050	000000	-8,912	-7,928	-9,596	15,138	218	11
9,027	000000	-8,893	-7,910	-9,577	15,134	223	11
9,009	000000	-8,875	-7,891	-9,558	15,134	205	10
8,991	000000	-8,856	-7,872	-9,540	15,135	222	11
8,972	000000	-8,837	-7,853	-9,521	15,135	221	11
8,952	000000	-8,812	-7,828	-9,496	15,140	208	10
8,933	000000	-8,794	-7,809	-9,477	15,139	219	11
8,913	000000	-8,775	-7,791	-9,459	15,138	219	11
8,896	000000	-8,756	-7,772	-9,440	15,139	218	11
8,878	000000	-8,738	-7,754	-9,422	15,141	206	10
8,860	000000	-8,720	-7,735	-9,403	15,140	212	11
8,828	000000	-8,695	-7,711	-9,378	15,134	205	10
8,810	000000	-8,676	-7,692	-9,359	15,135	207	11
8,791	000000	-8,657	-7,674	-9,341	15,134	220	12
8,776	000000	-8,639	-7,655	-9,323	15,137	216	12
8,756	000000	-8,620	-7,636	-9,304	15,135	220	12
8,739	000000	-8,601	-7,617	-9,285	15,138	219	13
8,715	000000	-8,577	-7,592	-9,260	15,138	215	11
8,695	000000	-8,558	-7,574	-9,242	15,137	205	10
8,677	000000	-8,540	-7,556	-9,223	15,137	218	11
8,658	000000	-8,521	-7,537	-9,205	15,137	206	11
8,638	000000	-8,503	-7,519	-9,186	15,135	206	10
8,623	000000	-8,484	-7,500	-9,168	15,139	220	12
8,603	000000	-8,466	-7,481	-9,149	15,137	206	11
8,580	000000	-8,441	-7,457	-9,125	15,139	206	13
8,561	000000	-8,422	-7,438	-9,106	15,139	206	11
8,544	000000	-8,404	-7,419	-9,087	15,140	206	12
8,525	000000	-8,385	-7,400	-9,068	15,139	218	11
8,508	000000	-8,367	-7,382	-9,050	15,141	223	12
8,491	000000	-8,349	-7,364	-9,032	15,142	218	12
8,464	000000	-8,324	-7,339	-9,007	15,140	214	11
8,447	000000	-8,305	-7,321	-8,989	15,142	206	10
8,429	000000	-8,287	-7,302	-8,970	15,142	205	10
8,410	000000	-8,268	-7,283	-8,952	15,142	219	11
8,393	000000	-8,250	-7,265	-8,933	15,142	220	11
8,374	000000	-8,232	-7,246	-8,915	15,142	220	13
8,349	000000	-8,206	-7,221	-8,890	15,143	221	12
8,332	000000	-8,188	-7,203	-8,871	15,144	216	11
8,313	000000	-8,170	-7,184	-8,853	15,143	217	11
8,295	000000	-8,151	-7,166	-8,834	15,143	206	11
8,276	000000	-8,133	-7,147	-8,815	15,144	206	11
8,257	000000	-8,114	-7,128	-8,797	15,143	207	10
8,232	000000	-8,089	-7,104	-8,772	15,144	206	11
8,215	000000	-8,071	-7,085	-8,753	15,144	221	12
8,197	000000	-8,052	-7,066	-8,735	15,145	220	11
8,179	000000	-8,033	-7,047	-8,716	15,146	221	11
8,159	000000	-8,014	-7,029	-8,697	15,144	213	12
8,141	000000	-7,996	-7,010	-8,679	15,145	216	11
8,119	000000	-7,971	-6,985	-8,654	15,148	215	11
8,099	000000	-7,953	-6,967	-8,635	15,146	205	11
8,081	000000	-7,934	-6,948	-8,617	15,147	224	11
8,062	000000	-7,915	-6,929	-8,598	15,147	223	12
8,043	000000	-7,897	-6,911	-8,579	15,147	223	11
8,028	000000	-7,878	-6,892	-8,561	15,150	206	10
8,004	000000	-7,853	-6,867	-8,536	15,150	221	11
7,984	000000	-7,834	-6,848	-8,517	15,149	206	10
7,963	000000	-7,816	-6,829	-8,498	15,147	224	11
7,944	000000	-7,797	-6,811	-8,480	15,147	205	10
7,931	000000	-7,779	-6,792	-8,461	15,153	223	11
7,910	000000	-7,760	-6,773	-8,443	15,150	223	11
7,893	000000	-7,741	-6,754	-8,424	15,151	205	10
7,867	000000	-7,716	-6,729	-8,399	15,151	221	11
7,849	000000	-7,698	-6,711	-8,380	15,151	218	11
7,836	000000	-7,680	-6,692	-8,362	15,156	222	11
7,810	000000	-7,661	-6,674	-8,343	15,149	223	11
7,795	000000	-7,642	-6,655	-8,324	15,153	217	11
7,774	000000	-7,623	-6,636	-8,305	15,150	206	10
7,749	000000	-7,598	-6,611	-8,280	15,151	218	11
7,698	000000	-7,580	-6,596	-8,262	15,118	224	11
7,666	000000	-7,561	-6,579	-8,243	15,104	205	10
7,646	000000	-7,542	-6,560	-8,224	15,103	224	11
7,635	000000	-7,524	-6,540	-8,205	15,111	214	11
7,609	000000	-7,505	-6,523	-8,187	15,104	213	11
7,589	000000	-7,480	-6,498	-8,162	15,108	212	11
7,571	000000	-7,462	-6,479	-8,143	15,109	213	12
7,560	000000	-7,443	-6,459	-8,125	15,117	223	11
7,532	000000	-7,424	-6,441	-8,106	15,107	204	10
7,550	000000	-7,406	-6,419	-8,087	15,145	206	10
7,511	000000	-7,387	-6,402	-8,069	15,124	216	11
7,472	000000	-7,363	-6,380	-8,044	15,109	219	11
7,457	000000	-7,344	-6,360	-8,026	15,112	217	11
7,455	000000	-7,326	-6,340	-8,007	15,129	217	12
7,463	000000	-7,307	-6,319	-7,989	15,156	208	13
7,425	000000	-7,288	-6,302	-7,970	15,136	223	12
7,403	000000	-7,270	-6,284	-7,952	15,133	205	10
7,389	000000	-7,245	-6,258	-7,927	15,143	205	11
7,379	000000	-7,227	-6,239	-7,908	15,152	205	11
7,318	000000	-7,208	-6,225	-7,889	15,110	211	11
7,307	000000	-7,190	-6,205	-7,871	15,118	215	11
7,287	000000	-7,171	-6,187	-7,852	15,117	218	11
7,261	000000	-7,152	-6,169	-7,833	15,109	216	11
7,237	000000	-7,127	-6,144	-7,808	15,109	217	11
7,220	000000	-7,109	-6,125	-7,790	15,112	208	11
7,205	000000	-7,090	-6,106	-7,771	15,115	223	11
7,183	000000	-7,071	-6,088	-7,753	15,112	212	11
7,162	000000	-7,052	-6,069	-7,734	15,110	213	10
7,144	000000	-7,034	-6,050	-7,715	15,110	219	11
7,136	000000	-7,015	-6,030	-7,696	15,121	217	12
7,106	000000	-6,990	-6,006	-7,672	15,116	222	12
7,085	000000	-6,971	-5,988	-7,653	15,113	207	10
7,068	000000	-6,953	-5,969	-7,634	15,115	215	11
7,050	000000	-6,934	-5,951	-7,616	15,115	215	11
7,030	000000	-6,916	-5,932	-7,597	15,115	204	11
7,013	000000	-6,897	-5,913	-7,579	15,116	223	11
6,989	000000	-6,872	-5,888	-7,554	15,116	214	11
6,980	000000	-6,853	-5,869	-7,535	15,127	216	11
6,952	000000	-6,835	-5,851	-7,516	15,117	211	11
6,935	000000	-6,816	-5,832	-7,497	15,119	212	11
6,915	000000	-6,798	-5,813	-7,479	15,117	222	11
6,896	000000	-6,779	-5,795	-7,460	15,117	205	11
6,872	000000	-6,754	-5,770	-7,435	15,118	222	11
6,853	000000	-6,736	-5,751	-7,417	15,117	213	12
6,835	000000	-6,717	-5,732	-7,398	15,119	216	11
6,815	000000	-6,698	-5,714	-7,379	15,117	207	10
6,808	000000	-6,679	-5,694	-7,361	15,128	206	10
6,780	000000	-6,661	-5,676	-7,342	15,120	217	11
6,754	000000	-6,635	-5,651	-7,316	15,119	223	11
6,735	000000	-6,617	-5,632	-7,298	15,118	207	10
6,714	000000	-6,598	-5,613	-7,279	15,116	204	10
6,697	000000	-6,580	-5,595	-7,261	15,117	207	10
6,686	000000	-6,561	-5,576	-7,242	15,125	206	10
6,666	000000	-6,542	-5,557	-7,223	15,124	222	11
6,641	000000	-6,518	-5,532	-7,198	15,123	218	11
6,622	000000	-6,499	-5,514	-7,180	15,123	206	10
6,599	000000	-6,481	-5,495	-7,161	15,118	219	11
6,590	000000	-6,462	-5,476	-7,143	15,128	206	10
6,568	000000	-6,443	-5,457	-7,124	15,125	224	11
6,550	000000	-6,424	-5,439	-7,105	15,126	205	10
6,526	000000	-6,400	-5,414	-7,080	15,126	206	10
6,506	000000	-6,381	-5,396	-7,062	15,125	224	11
6,491	000000	-6,363	-5,377	-7,044	15,128	206	10
6,496	000000	-6,344	-5,356	-7,025	15,152	205	10
6,500	000000	-6,326	-5,335	-7,007	15,174	218	11
6,483	000000	-6,308	-5,316	-6,988	15,175	217	11
6,463	000000	-6,289	-5,298	-6,969	15,174	218	11
6,438	000000	-6,264	-5,273	-6,945	15,173	208	11
6,424	000000	-6,246	-5,254	-6,926	15,178	222	11
6,403	000000	-6,227	-5,236	-6,908	15,176	223	12
6,387	000000	-6,209	-5,217	-6,889	15,178	206	10
6,365	000000	-6,191	-5,199	-6,871	15,174	217	11
6,346	000000	-6,171	-5,180	-6,852	15,174	217	12
6,321	000000	-6,147	-5,155	-6,827	15,175	205	11
6,304	000000	-6,128	-5,136	-6,809	15,176	205	12
6,286	000000	-6,110	-5,118	-6,790	15,176	218	12
6,268	000000	-6,091	-5,099	-6,771	15,177	215	11
6,249	000000	-6,073	-5,080	-6,753	15,176	204	10
6,232	000000	-6,054	-5,062	-6,734	15,179	222	11
6,209	000000	-6,029	-5,037	-6,709	15,180	205	10
6,190	000000	-6,011	-5,018	-6,691	15,179	204	10
6,174	000000	-5,992	-5,000	-6,672	15,182	206	11
6,149	000000	-5,973	-4,981	-6,653	15,176	204	10
6,164	000000	-5,954	-4,959	-6,635	15,210	217	11
6,116	000000	-5,936	-4,944	-6,616	15,179	217	11
6,091	000000	-5,911	-4,918	-6,591	15,180	218	11
6,074	000000	-5,893	-4,900	-6,573	15,181	216	12
6,054	000000	-5,874	-4,881	-6,554	15,180	222	11
6,036	000000	-5,855	-4,863	-6,535	15,180	219	11
6,009	000000	-5,837	-4,845	-6,516	15,172	204	11
5,999	000000	-5,818	-4,825	-6,498	15,181	205	11
5,975	000000	-5,794	-4,801	-6,474	15,182	207	10
5,956	000000	-5,775	-4,782	-6,454	15,181	218	11
5,936	000000	-5,756	-4,763	-6,436	15,180	211	11
5,932	000000	-5,738	-4,744	-6,418	15,194	217	11
5,902	000000	-5,719	-4,726	-6,399	15,182	210	11
5,885	000000	-5,700	-4,707	-6,380	15,185	212	11
5,862	000000	-5,682	-4,689	-6,361	15,180	211	13
5,835	000000	-5,657	-4,664	-6,336	15,178	206	14
5,821	000000	-5,639	-4,645	-6,318	15,182	217	12
5,801	000000	-5,620	-4,627	-6,299	15,181	214	13
5,784	000000	-5,602	-4,608	-6,281	15,182	216	11
5,766	000000	-5,583	-4,590	-6,263	15,182	209	12
5,748	000000	-5,565	-4,571	-6,244	15,183	212	13
5,725	000000	-5,540	-4,547	-6,220	15,184	207	10
5,707	000000	-5,522	-4,528	-6,201	15,185	219	11
5,686	000000	-5,503	-4,510	-6,182	15,183	215	11
5,671	000000	-5,485	-4,491	-6,164	15,186	224	11
5,648	000000	-5,466	-4,473	-6,145	15,182	213	11
5,617	000000	-5,447	-4,456	-6,127	15,170	206	10
5,588	000000	-5,422	-4,431	-6,102	15,166	206	10
5,571	000000	-5,404	-4,413	-6,084	15,167	224	11
5,553	000000	-5,386	-4,395	-6,066	15,166	223	11
5,536	000000	-5,368	-4,376	-6,047	15,168	218	11
5,515	000000	-5,350	-4,358	-6,029	15,166	218	11
5,500	000000	-5,331	-4,339	-6,010	15,170	223	11
5,477	000000	-5,306	-4,314	-5,986	15,170	205	10
5,457	000000	-5,288	-4,296	-5,967	15,169	224	11
5,439	000000	-5,269	-4,277	-5,949	15,170	224	11
5,419	000000	-5,251	-4,259	-5,930	15,168	224	11
5,402	000000	-5,232	-4,240	-5,911	15,170	220	11
5,383	000000	-5,214	-4,222	-5,893	15,169	224	11
5,359	000000	-5,189	-4,197	-5,868	15,169	224	11
5,336	000000	-5,171	-4,179	-5,849	15,166	224	11
5,322	000000	-5,152	-4,159	-5,831	15,170	215	11
5,302	000000	-5,133	-4,141	-5,812	15,169	214	11
5,288	000000	-5,114	-4,122	-5,794	15,173	204	10
5,263	000000	-5,096	-4,104	-5,775	15,168	218	11
5,242	000000	-5,071	-4,078	-5,750	15,172	222	11
5,226	000000	-5,052	-4,059	-5,731	15,174	223	11
5,205	000000	-5,033	-4,040	-5,712	15,172	214	12
5,190	000000	-5,014	-4,022	-5,694	15,176	209	11
5,168	000000	-4,996	-4,003	-5,675	15,172	217	12
5,151	000000	-4,977	-3,985	-5,657	15,173	206	10
5,131	000000	-4,959	-3,966	-5,638	15,172	217	11
5,107	000000	-4,934	-3,941	-5,613	15,172	222	11
5,089	000000	-4,916	-3,923	-5,595	15,173	218	11
5,067	000000	-4,897	-3,904	-5,576	15,170	204	10
5,052	000000	-4,879	-3,886	-5,558	15,173	206	10
5,034	000000	-4,860	-3,867	-5,539	15,174	222	11
5,013	000000	-4,841	-3,848	-5,520	15,172	219	11
4,991	000000	-4,817	-3,823	-5,495	15,175	219	12
4,974	000000	-4,798	-3,805	-5,477	15,176	215	11
4,954	000000	-4,779	-3,786	-5,458	15,175	212	12
4,940	000000	-4,761	-3,767	-5,440	15,179	217	12
4,918	000000	-4,742	-3,749	-5,421	15,176	206	11
4,903	000000	-4,723	-3,730	-5,402	15,180	205	11
4,875	000000	-4,699	-3,705	-5,377	15,176	206	10
4,858	000000	-4,680	-3,686	-5,358	15,178	215	12
4,841	000000	-4,661	-3,667	-5,339	15,180	220	12
4,817	000000	-4,642	-3,649	-5,321	15,175	220	11
4,802	000000	-4,624	-3,630	-5,302	15,178	217	11
4,783	000000	-4,605	-3,611	-5,283	15,178	222	11
4,758	000000	-4,580	-3,587	-5,259	15,178	205	10
4,740	000000	-4,562	-3,568	-5,240	15,178	206	13
4,711	000000	-4,543	-3,550	-5,221	15,168	204	12
4,702	000000	-4,524	-3,530	-5,203	15,178	206	10
4,686	000000	-4,506	-3,511	-5,184	15,181	208	12
4,665	000000	-4,487	-3,492	-5,165	15,178	214	11
4,627	000000	-4,462	-3,469	-5,140	15,165	219	11
4,626	000000	-4,445	-3,449	-5,121	15,181	207	11
4,605	000000	-4,426	-3,430	-5,102	15,179	205	11
4,561	000000	-4,408	-3,415	-5,084	15,153	206	10
4,522	000000	-4,389	-3,398	-5,065	15,132	224	11
4,504	000000	-4,371	-3,379	-5,047	15,133	224	11
4,518	000000	-4,346	-3,350	-5,022	15,172	211	11
4,510	000000	-4,327	-3,330	-5,003	15,183	206	10
4,495	000000	-4,309	-3,312	-4,985	15,186	204	10
4,473	000000	-4,290	-3,293	-4,966	15,183	207	10
4,457	000000	-4,272	-3,274	-4,947	15,185	218	11
4,437	000000	-4,253	-3,256	-4,929	15,185	218	11
4,419	000000	-4,234	-3,237	-4,910	15,185	219	11
4,390	000000	-4,210	-3,213	-4,885	15,180	206	10
4,381	000000	-4,191	-3,194	-4,867	15,190	205	10
4,357	000000	-4,173	-3,175	-4,848	15,184	221	11
4,340	000000	-4,155	-3,157	-4,830	15,185	208	11
4,318	000000	-4,136	-3,139	-4,812	15,182	205	10
4,301	000000	-4,117	-3,120	-4,793	15,184	223	11
4,281	000000	-4,093	-3,095	-4,768	15,188	223	11
4,259	000000	-4,074	-3,077	-4,750	15,184	207	10
4,244	000000	-4,056	-3,058	-4,731	15,188	224	11
4,222	000000	-4,037	-3,040	-4,713	15,185	222	11
4,203	000000	-4,019	-3,021	-4,694	15,184	223	11
