#UPS-spectrum

#Date/time: 	2018-03-26__17-17-50


#AK pressure: 	8,74E-9 	mbar
#Pass energy: 	15.0 	eV
#Volt. bias: 	-15.0 	V
#Volt. lens: 	-15.0 	V
#Step width: 	20.0 	meV
#Counttime: 	200.0 	ms
#Vor: 	16.0 	V
#Nach: 	5.0 	V
#slope: 	0.613 	V/s
#offset: 	-48.850 	V


#Slope: 	72.7 	mV/s
#Counttime: 	200.0 	ms




#E_k 	 cps 	 Ana 	 Hemi 	 Hemo 	 EP 	 Mt + 	 + meas


4,234	000000	-3,980	-2,977	-4,658	15,254	215	18
4,219	000000	-3,961	-2,959	-4,640	15,258	211	18
4,197	000000	-3,942	-2,940	-4,621	15,254	215	19
4,179	000000	-3,924	-2,921	-4,602	15,255	213	19
4,162	000000	-3,905	-2,902	-4,583	15,257	209	19
4,136	000000	-3,880	-2,878	-4,558	15,256	213	19
4,119	000000	-3,862	-2,859	-4,540	15,257	211	19
4,103	000000	-3,843	-2,840	-4,522	15,260	210	19
4,082	000000	-3,825	-2,822	-4,503	15,257	206	19
4,064	000000	-3,806	-2,803	-4,484	15,258	209	19
4,045	000000	-3,788	-2,785	-4,466	15,258	207	19
4,040	000000	-3,763	-2,760	-4,443	15,277	208	19
4,020	000000	-3,744	-2,742	-4,425	15,275	210	19
4,001	000000	-3,726	-2,723	-4,406	15,275	205	18
3,983	000000	-3,707	-2,704	-4,387	15,275	206	18
3,967	000000	-3,689	-2,686	-4,369	15,278	210	19
3,947	000000	-3,670	-2,667	-4,350	15,277	211	19
3,922	000000	-3,646	-2,643	-4,326	15,277	209	19
3,907	000000	-3,627	-2,624	-4,307	15,280	209	19
3,888	000000	-3,609	-2,605	-4,289	15,279	209	19
3,871	000000	-3,590	-2,587	-4,270	15,281	208	19
3,849	000000	-3,571	-2,568	-4,251	15,278	209	19
3,832	000000	-3,553	-2,549	-4,233	15,279	208	19
3,810	000000	-3,528	-2,524	-4,208	15,282	204	18
3,787	000000	-3,509	-2,506	-4,189	15,278	209	19
3,770	000000	-3,491	-2,488	-4,171	15,279	212	19
3,752	000000	-3,473	-2,469	-4,152	15,279	207	19
3,734	000000	-3,454	-2,450	-4,134	15,280	209	19
3,717	000000	-3,435	-2,432	-4,115	15,281	208	19
3,697	000000	-3,417	-2,413	-4,097	15,280	209	19
3,673	000000	-3,393	-2,388	-4,072	15,280	209	19
3,658	000000	-3,374	-2,370	-4,054	15,285	209	19
3,636	000000	-3,355	-2,351	-4,035	15,281	212	19
3,620	000000	-3,336	-2,333	-4,016	15,284	209	19
3,600	000000	-3,319	-2,314	-3,998	15,281	213	19
3,582	000000	-3,300	-2,296	-3,979	15,283	208	15
3,558	000000	-3,275	-2,271	-3,955	15,283	212	14
3,538	000000	-3,256	-2,252	-3,936	15,281	206	14
3,521	000000	-3,238	-2,234	-3,918	15,283	204	12
3,503	000000	-3,220	-2,215	-3,899	15,284	223	13
3,484	000000	-3,202	-2,197	-3,881	15,282	215	11
3,467	000000	-3,183	-2,178	-3,862	15,284	212	11
3,442	000000	-3,158	-2,154	-3,838	15,284	217	12
3,421	000000	-3,140	-2,135	-3,819	15,281	204	11
3,408	000000	-3,121	-2,116	-3,801	15,287	205	10
3,383	000000	-3,103	-2,099	-3,782	15,280	221	11
3,368	000000	-3,084	-2,080	-3,764	15,284	204	10
3,347	000000	-3,066	-2,061	-3,745	15,281	204	11
3,324	000000	-3,041	-2,036	-3,720	15,283	215	11
3,307	000000	-3,023	-2,018	-3,702	15,284	215	12
3,292	000000	-3,004	-2,000	-3,684	15,288	215	11
3,271	000000	-2,986	-1,981	-3,665	15,285	211	12
3,254	000000	-2,968	-1,963	-3,647	15,286	218	12
3,232	000000	-2,949	-1,944	-3,628	15,283	204	10
3,209	000000	-2,925	-1,920	-3,604	15,284	204	10
3,192	000000	-2,906	-1,901	-3,585	15,286	204	10
3,172	000000	-2,888	-1,882	-3,566	15,284	221	11
3,158	000000	-2,870	-1,864	-3,549	15,288	214	11
3,136	000000	-2,851	-1,846	-3,530	15,286	213	11
3,118	000000	-2,833	-1,827	-3,511	15,285	212	11
3,093	000000	-2,808	-1,802	-3,486	15,285	223	11
3,079	000000	-2,789	-1,784	-3,468	15,290	204	10
3,058	000000	-2,771	-1,765	-3,449	15,288	204	10
3,041	000000	-2,752	-1,746	-3,431	15,289	204	10
3,021	000000	-2,733	-1,728	-3,412	15,287	221	12
3,006	000000	-2,715	-1,709	-3,393	15,292	216	11
2,984	000000	-2,696	-1,690	-3,374	15,288	216	11
2,960	000000	-2,671	-1,665	-3,350	15,289	216	11
2,945	000000	-2,653	-1,646	-3,331	15,293	210	10
2,922	000000	-2,634	-1,628	-3,312	15,288	219	11
2,907	000000	-2,615	-1,609	-3,294	15,292	205	10
2,886	000000	-2,597	-1,591	-3,275	15,289	222	11
2,868	000000	-2,579	-1,572	-3,257	15,290	224	11
2,845	000000	-2,554	-1,547	-3,232	15,291	215	11
2,828	000000	-2,535	-1,528	-3,213	15,294	213	11
2,808	000000	-2,516	-1,510	-3,194	15,292	224	11
2,793	000000	-2,497	-1,491	-3,176	15,295	208	10
2,772	000000	-2,479	-1,472	-3,157	15,293	206	10
2,755	000000	-2,460	-1,453	-3,139	15,295	222	11
2,732	000000	-2,435	-1,429	-3,114	15,297	207	10
2,707	000000	-2,417	-1,411	-3,095	15,290	205	10
2,694	000000	-2,398	-1,391	-3,077	15,296	205	10
2,675	000000	-2,380	-1,374	-3,059	15,294	207	10
2,660	000000	-2,362	-1,354	-3,040	15,298	206	10
2,635	000000	-2,343	-1,336	-3,021	15,292	224	11
2,614	000000	-2,318	-1,311	-2,996	15,296	220	11
2,597	000000	-2,300	-1,293	-2,978	15,297	205	10
2,581	000000	-2,281	-1,274	-2,959	15,300	224	11
2,558	000000	-2,263	-1,255	-2,941	15,296	218	11
2,542	000000	-2,244	-1,237	-2,922	15,298	224	11
2,521	000000	-2,225	-1,218	-2,903	15,295	222	11
2,501	000000	-2,201	-1,193	-2,879	15,301	218	11
2,485	000000	-2,182	-1,174	-2,860	15,303	218	11
2,464	000000	-2,163	-1,155	-2,841	15,300	207	10
2,452	000000	-2,145	-1,136	-2,823	15,308	222	11
2,427	000000	-2,126	-1,118	-2,804	15,301	212	11
2,414	000000	-2,108	-1,099	-2,785	15,306	211	11
2,392	000000	-2,089	-1,080	-2,767	15,303	212	11
2,369	000000	-2,064	-1,055	-2,741	15,305	211	11
2,354	000000	-2,045	-1,036	-2,723	15,308	207	11
2,334	000000	-2,027	-1,018	-2,705	15,307	220	11
2,317	000000	-2,008	-1,000	-2,686	15,308	220	11
2,299	000000	-1,990	-0,981	-2,668	15,309	204	11
2,277	000000	-1,971	-0,963	-2,649	15,305	223	11
2,251	000000	-1,947	-0,938	-2,624	15,305	212	11
2,236	000000	-1,928	-0,920	-2,606	15,307	212	12
2,214	000000	-1,910	-0,901	-2,587	15,304	204	11
2,199	000000	-1,891	-0,882	-2,569	15,308	204	11
2,180	000000	-1,872	-0,863	-2,550	15,307	221	12
2,165	000000	-1,854	-0,845	-2,532	15,311	222	11
2,138	000000	-1,829	-0,820	-2,507	15,309	212	12
2,121	000000	-1,811	-0,802	-2,489	15,310	212	12
2,104	000000	-1,793	-0,783	-2,470	15,312	216	11
2,085	000000	-1,774	-0,765	-2,451	15,311	209	11
2,067	000000	-1,755	-0,746	-2,433	15,312	215	11
2,047	000000	-1,737	-0,728	-2,414	15,310	210	11
2,023	000000	-1,712	-0,703	-2,390	15,311	205	10
2,003	000000	-1,693	-0,684	-2,371	15,309	221	11
1,987	000000	-1,674	-0,665	-2,352	15,312	206	10
1,967	000000	-1,656	-0,646	-2,333	15,311	216	11
1,951	000000	-1,638	-0,628	-2,315	15,313	216	11
1,930	000000	-1,619	-0,609	-2,296	15,311	217	11
1,907	000000	-1,594	-0,585	-2,272	15,312	212	11
1,889	000000	-1,576	-0,566	-2,253	15,313	221	12
1,871	000000	-1,557	-0,547	-2,234	15,314	206	10
1,851	000000	-1,538	-0,528	-2,215	15,313	220	11
1,833	000000	-1,520	-0,510	-2,197	15,313	216	11
1,816	000000	-1,501	-0,491	-2,178	15,315	217	11
1,792	000000	-1,476	-0,466	-2,153	15,315	216	11
1,772	000000	-1,457	-0,448	-2,135	15,315	213	11
1,754	000000	-1,439	-0,429	-2,116	15,315	215	11
1,735	000000	-1,421	-0,410	-2,098	15,315	223	11
1,716	000000	-1,402	-0,391	-2,079	15,314	207	11
1,699	000000	-1,383	-0,373	-2,060	15,316	224	11
1,679	000000	-1,365	-0,354	-2,041	15,314	216	11
1,654	000000	-1,340	-0,329	-2,017	15,314	216	11
1,637	000000	-1,322	-0,311	-1,998	15,316	205	10
1,619	000000	-1,302	-0,292	-1,980	15,317	224	11
1,602	000000	-1,284	-0,273	-1,961	15,318	219	11
1,582	000000	-1,265	-0,255	-1,942	15,317	224	11
1,564	000000	-1,247	-0,236	-1,924	15,317	224	11
1,542	000000	-1,222	-0,211	-1,899	15,319	205	10
1,521	000000	-1,204	-0,193	-1,881	15,317	207	10
1,505	000000	-1,185	-0,174	-1,862	15,320	212	11
1,486	000000	-1,166	-0,156	-1,844	15,320	216	11
1,466	000000	-1,148	-0,137	-1,825	15,318	209	11
1,450	000000	-1,129	-0,118	-1,806	15,321	223	11
1,426	000000	-1,104	-0,094	-1,782	15,322	221	11
1,404	000000	-1,086	-0,075	-1,763	15,318	218	11
1,387	000000	-1,067	-0,057	-1,745	15,320	206	10
1,371	000000	-1,048	-0,038	-1,726	15,322	206	10
1,350	000000	-1,030	-0,019	-1,707	15,320	205	10
1,333	000000	-1,011	-0,001	-1,689	15,321	217	11
1,309	000000	-0,986	0,024	-1,664	15,322	207	10
1,290	000000	-0,968	0,043	-1,645	15,322	206	10
1,270	000000	-0,950	0,061	-1,627	15,321	220	11
1,254	000000	-0,931	0,080	-1,608	15,323	215	11
1,236	000000	-0,912	0,099	-1,589	15,324	205	11
1,218	000000	-0,893	0,118	-1,570	15,324	205	10
1,193	000000	-0,869	0,143	-1,545	15,324	205	10
1,176	000000	-0,850	0,162	-1,527	15,325	205	10
1,152	000000	-0,831	0,180	-1,508	15,321	216	11
1,138	000000	-0,813	0,199	-1,490	15,326	216	11
1,119	000000	-0,794	0,217	-1,471	15,324	211	11
1,102	000000	-0,776	0,236	-1,453	15,326	206	12
1,077	000000	-0,751	0,261	-1,427	15,326	219	12
1,059	000000	-0,732	0,280	-1,409	15,327	223	12
1,040	000000	-0,713	0,298	-1,390	15,327	212	11
1,021	000000	-0,695	0,317	-1,372	15,326	220	13
1,005	000000	-0,676	0,336	-1,353	15,329	221	11
0,986	000000	-0,658	0,354	-1,334	15,329	223	12
0,967	000000	-0,639	0,373	-1,316	15,328	217	11
0,941	000000	-0,614	0,398	-1,291	15,327	211	11
0,923	000000	-0,596	0,416	-1,273	15,327	214	11
0,904	000000	-0,577	0,435	-1,254	15,327	216	11
0,887	000000	-0,559	0,454	-1,235	15,329	205	11
0,868	000000	-0,540	0,472	-1,217	15,328	205	10
0,845	000000	-0,522	0,491	-1,198	15,324	205	10
0,820	000000	-0,497	0,516	-1,173	15,323	212	11
0,800	000000	-0,478	0,534	-1,154	15,322	213	15
0,784	000000	-0,460	0,553	-1,136	15,324	212	13
0,766	000000	-0,441	0,572	-1,117	15,326	221	11
0,748	000000	-0,422	0,590	-1,098	15,326	219	11
0,732	000000	-0,404	0,609	-1,080	15,328	219	11
0,706	000000	-0,379	0,634	-1,055	15,327	223	12
0,688	000000	-0,360	0,653	-1,036	15,328	212	10
0,667	000000	-0,342	0,671	-1,017	15,326	218	11
0,647	000000	-0,323	0,690	-0,998	15,324	213	11
0,630	000000	-0,304	0,709	-0,980	15,326	206	10
0,612	000000	-0,285	0,728	-0,961	15,327	217	11
0,587	000000	-0,260	0,753	-0,936	15,326	220	11
0,568	000000	-0,242	0,771	-0,917	15,326	217	12
0,545	000000	-0,223	0,789	-0,899	15,322	213	11
0,531	000000	-0,204	0,809	-0,880	15,327	213	11
0,511	000000	-0,186	0,827	-0,861	15,325	217	11
0,496	000000	-0,167	0,846	-0,842	15,329	224	11
0,469	000000	-0,142	0,871	-0,818	15,326	221	11
0,449	000000	-0,124	0,889	-0,799	15,325	221	11
0,431	000000	-0,105	0,908	-0,780	15,326	220	11
0,419	000000	-0,086	0,928	-0,762	15,333	206	10
0,395	000000	-0,068	0,946	-0,743	15,328	223	11
0,382	000000	-0,049	0,965	-0,725	15,333	222	11
0,349	000000	-0,024	0,989	-0,699	15,325	218	11
0,332	000000	-0,006	1,008	-0,681	15,327	206	10
0,314	000000	0,013	1,026	-0,662	15,327	223	11
0,301	000000	0,032	1,046	-0,644	15,332	222	11
0,280	000000	0,050	1,064	-0,625	15,330	207	10
0,266	000000	0,069	1,082	-0,607	15,335	222	11
0,241	000000	0,087	1,101	-0,588	15,328	221	11
0,216	000000	0,112	1,126	-0,563	15,328	218	11
0,198	000000	0,130	1,144	-0,545	15,328	223	11
0,188	000000	0,149	1,163	-0,526	15,336	223	11
0,168	000000	0,167	1,182	-0,508	15,335	211	10
0,144	000000	0,186	1,201	-0,488	15,330	204	10
0,124	000000	0,205	1,219	-0,470	15,329	206	10
0,100	000000	0,230	1,244	-0,445	15,330	205	10
0,087	000000	0,249	1,263	-0,426	15,336	212	12
0,067	000000	0,267	1,282	-0,408	15,334	215	11
0,052	000000	0,286	1,301	-0,389	15,338	205	10
0,035	000000	0,305	1,320	-0,370	15,340	219	11
0,016	000000	0,323	1,338	-0,352	15,340	222	11
-0,010	000000	0,348	1,363	-0,327	15,338	216	11
-0,028	000000	0,367	1,382	-0,308	15,339	215	11
-0,051	000000	0,386	1,401	-0,289	15,335	211	11
-0,065	000000	0,404	1,420	-0,270	15,339	222	11
-0,082	000000	0,423	1,438	-0,252	15,341	222	12
-0,105	000000	0,442	1,457	-0,233	15,337	215	12
-0,128	000000	0,467	1,482	-0,208	15,339	214	11
-0,147	000000	0,486	1,501	-0,189	15,339	215	11
-0,166	000000	0,505	1,520	-0,170	15,338	215	11
-0,185	000000	0,523	1,539	-0,151	15,338	214	11
-0,202	000000	0,542	1,557	-0,133	15,340	210	11
-0,218	000000	0,560	1,576	-0,114	15,343	218	11
-0,246	000000	0,585	1,601	-0,089	15,339	221	12
-0,263	000000	0,604	1,619	-0,071	15,340	215	11
-0,281	000000	0,622	1,638	-0,052	15,341	216	11
-0,299	000000	0,641	1,657	-0,034	15,341	216	11
-0,318	000000	0,660	1,675	-0,015	15,342	216	11
-0,336	000000	0,678	1,694	0,004	15,342	216	11
-0,360	000000	0,703	1,719	0,028	15,342	209	11
-0,380	000000	0,721	1,737	0,047	15,341	205	10
-0,398	000000	0,739	1,756	0,065	15,342	206	10
-0,415	000000	0,758	1,774	0,084	15,343	223	11
-0,435	000000	0,776	1,793	0,102	15,342	216	12
-0,453	000000	0,795	1,811	0,121	15,342	216	12
-0,471	000000	0,813	1,830	0,139	15,342	217	11
-0,493	000000	0,838	1,855	0,164	15,345	214	11
-0,514	000000	0,857	1,873	0,183	15,344	213	12
-0,532	000000	0,876	1,892	0,201	15,344	224	11
-0,552	000000	0,894	1,910	0,220	15,342	223	12
-0,570	000000	0,913	1,929	0,239	15,343	204	11
-0,586	000000	0,931	1,947	0,257	15,345	207	10
-0,612	000000	0,956	1,972	0,281	15,344	216	11
-0,630	000000	0,974	1,991	0,300	15,344	217	11
-0,648	000000	0,993	2,009	0,319	15,344	213	11
-0,668	000000	1,011	2,028	0,337	15,343	223	11
-0,687	000000	1,030	2,046	0,356	15,343	207	10
-0,722	000000	1,049	2,063	0,375	15,326	204	10
-0,747	000000	1,074	2,088	0,400	15,327	217	11
-0,766	000000	1,092	2,107	0,418	15,326	205	10
-0,779	000000	1,111	2,126	0,437	15,331	206	10
-0,802	000000	1,129	2,144	0,455	15,327	205	10
-0,823	000000	1,148	2,163	0,474	15,325	217	11
-0,834	000000	1,166	2,182	0,492	15,332	205	10
-0,858	000000	1,191	2,206	0,517	15,332	220	11
-0,875	000000	1,209	2,224	0,535	15,333	223	11
-0,894	000000	1,228	2,243	0,554	15,334	205	10
-0,912	000000	1,246	2,262	0,572	15,334	205	10
-0,931	000000	1,265	2,280	0,591	15,334	221	11
-0,955	000000	1,283	2,298	0,609	15,328	206	10
-0,974	000000	1,308	2,324	0,634	15,334	223	11
-0,994	000000	1,326	2,342	0,653	15,333	221	11
-1,016	000000	1,345	2,360	0,671	15,329	219	11
-1,032	000000	1,363	2,379	0,690	15,331	216	11
-1,051	000000	1,382	2,398	0,708	15,331	205	11
-1,067	000000	1,400	2,416	0,727	15,333	213	14
-1,083	000000	1,419	2,435	0,745	15,336	215	11
-1,110	000000	1,444	2,459	0,770	15,333	223	12
-1,126	000000	1,462	2,478	0,788	15,336	216	11
-1,144	000000	1,481	2,497	0,807	15,336	216	11
-1,165	000000	1,500	2,516	0,826	15,334	214	11
-1,181	000000	1,518	2,534	0,845	15,337	215	11
-1,201	000000	1,536	2,553	0,863	15,335	222	12
-1,225	000000	1,561	2,578	0,888	15,336	204	11
-1,244	000000	1,580	2,596	0,907	15,336	205	11
-1,260	000000	1,599	2,615	0,926	15,339	215	11
-1,279	000000	1,617	2,634	0,944	15,338	216	11
-1,300	000000	1,636	2,653	0,963	15,336	216	11
-1,320	000000	1,655	2,671	0,982	15,335	214	10
-1,343	000000	1,680	2,697	1,007	15,337	212	11
-1,360	000000	1,699	2,716	1,026	15,339	204	10
-1,379	000000	1,717	2,734	1,045	15,338	204	10
-1,397	000000	1,736	2,753	1,063	15,339	204	10
-1,417	000000	1,754	2,771	1,081	15,338	223	12
-1,434	000000	1,773	2,790	1,100	15,340	214	12
-1,459	000000	1,798	2,815	1,125	15,339	205	11
-1,477	000000	1,816	2,833	1,143	15,339	212	11
-1,496	000000	1,835	2,852	1,162	15,339	215	11
-1,514	000000	1,854	2,871	1,181	15,340	218	11
-1,531	000000	1,872	2,890	1,200	15,341	219	11
-1,550	000000	1,891	2,909	1,219	15,341	223	11
-1,574	000000	1,916	2,933	1,243	15,341	205	10
-1,592	000000	1,934	2,952	1,262	15,342	204	10
-1,609	000000	1,953	2,971	1,280	15,344	205	10
-1,629	000000	1,971	2,989	1,299	15,343	219	12
-1,649	000000	1,991	3,008	1,318	15,342	215	11
-1,666	000000	2,009	3,027	1,336	15,343	217	12
-1,691	000000	2,034	3,052	1,361	15,343	214	11
-1,707	000000	2,051	3,071	1,380	15,344	220	12
-1,727	000000	2,070	3,089	1,399	15,342	223	12
-1,746	000000	2,089	3,109	1,418	15,342	205	11
-1,765	000000	2,107	3,127	1,437	15,342	224	12
-1,780	000000	2,126	3,146	1,455	15,345	216	11
-1,802	000000	2,144	3,164	1,474	15,342	217	11
-1,825	000000	2,169	3,189	1,499	15,344	217	11
-1,844	000000	2,187	3,208	1,517	15,343	209	10
-1,860	000000	2,206	3,226	1,535	15,346	223	11
-1,878	000000	2,224	3,245	1,554	15,346	206	10
-1,901	000000	2,243	3,263	1,573	15,343	205	11
-1,916	000000	2,262	3,282	1,592	15,345	205	10
-1,942	000000	2,287	3,307	1,616	15,345	205	10
-1,960	000000	2,306	3,326	1,635	15,345	206	10
-1,979	000000	2,323	3,344	1,653	15,345	205	10
-1,998	000000	2,342	3,363	1,672	15,345	207	10
-2,014	000000	2,361	3,381	1,690	15,347	222	11
-2,033	000000	2,379	3,400	1,709	15,346	206	10
-2,055	000000	2,403	3,424	1,733	15,348	204	10
-2,077	000000	2,422	3,443	1,752	15,345	224	11
-2,094	000000	2,440	3,462	1,771	15,346	221	11
-2,113	000000	2,459	3,480	1,789	15,346	222	11
-2,129	000000	2,478	3,499	1,808	15,348	222	11
-2,147	000000	2,496	3,517	1,826	15,349	205	10
-2,174	000000	2,521	3,542	1,851	15,347	207	10
-2,193	000000	2,539	3,560	1,869	15,347	206	10
-2,209	000000	2,558	3,579	1,888	15,349	204	10
-2,229	000000	2,576	3,597	1,906	15,347	221	11
-2,245	000000	2,594	3,616	1,924	15,349	223	11
-2,265	000000	2,613	3,634	1,943	15,347	224	11
-2,289	000000	2,638	3,659	1,968	15,349	216	11
-2,309	000000	2,656	3,677	1,987	15,347	205	10
-2,327	000000	2,675	3,696	2,005	15,347	206	11
-2,344	000000	2,693	3,715	2,023	15,350	216	11
-2,364	000000	2,712	3,733	2,042	15,348	216	11
-2,364	000000	2,730	3,752	2,059	15,366	214	11
-2,389	000000	2,755	3,776	2,083	15,366	220	12
-2,406	000000	2,773	3,795	2,102	15,367	223	12
-2,424	000000	2,791	3,813	2,120	15,367	222	11
-2,440	000000	2,810	3,832	2,139	15,369	216	11
-2,462	000000	2,828	3,850	2,157	15,366	215	11
-2,476	000000	2,847	3,869	2,175	15,371	215	11
-2,496	000000	2,865	3,887	2,194	15,369	213	12
-2,521	000000	2,890	3,912	2,218	15,369	214	11
-2,537	000000	2,908	3,930	2,237	15,371	220	12
-2,558	000000	2,927	3,949	2,256	15,369	205	10
-2,576	000000	2,945	3,967	2,274	15,370	215	11
-2,594	000000	2,964	3,987	2,293	15,370	216	11
-2,611	000000	2,983	4,005	2,312	15,372	217	12
-2,638	000000	3,008	4,030	2,337	15,370	217	11
-2,655	000000	3,026	4,049	2,355	15,371	215	11
-2,674	000000	3,045	4,067	2,374	15,371	211	11
-2,691	000000	3,064	4,086	2,393	15,372	206	10
-2,711	000000	3,082	4,105	2,411	15,371	210	14
-2,725	000000	3,101	4,124	2,430	15,376	217	13
-2,750	000000	3,126	4,148	2,454	15,376	216	11
-2,770	000000	3,144	4,167	2,473	15,375	205	10
-2,787	000000	3,163	4,186	2,492	15,376	217	11
-2,809	000000	3,181	4,204	2,511	15,372	215	11
-2,825	000000	3,200	4,223	2,529	15,375	213	12
-2,844	000000	3,218	4,242	2,548	15,374	222	12
-2,868	000000	3,243	4,266	2,572	15,375	204	10
-2,885	000000	3,262	4,285	2,591	15,377	207	11
-2,906	000000	3,281	4,304	2,610	15,375	205	10
-2,924	000000	3,299	4,322	2,628	15,376	205	10
-2,937	000000	3,317	4,341	2,646	15,380	205	10
-2,960	000000	3,336	4,359	2,665	15,376	221	12
-2,984	000000	3,360	4,384	2,690	15,377	216	11
-3,000	000000	3,379	4,402	2,708	15,379	217	11
-3,022	000000	3,398	4,421	2,727	15,375	212	11
-3,035	000000	3,416	4,440	2,745	15,381	220	12
-3,056	000000	3,434	4,458	2,763	15,378	222	11
-3,077	000000	3,453	4,476	2,782	15,375	205	10
-3,096	000000	3,477	4,501	2,806	15,382	206	10
-3,112	000000	3,495	4,520	2,825	15,383	205	10
-3,133	000000	3,514	4,538	2,843	15,381	206	10
-3,153	000000	3,532	4,556	2,862	15,379	205	10
-3,170	000000	3,551	4,575	2,880	15,381	205	10
-3,185	000000	3,569	4,594	2,899	15,385	217	11
-3,208	000000	3,588	4,612	2,918	15,380	211	11
-3,237	000000	3,612	4,636	2,942	15,376	221	11
-3,245	000000	3,631	4,656	2,960	15,386	205	10
-3,273	000000	3,650	4,674	2,979	15,377	207	10
-3,281	000000	3,668	4,693	2,998	15,387	207	10
-3,307	000000	3,686	4,711	3,016	15,380	205	10
-3,320	000000	3,705	4,729	3,034	15,385	204	10
-3,351	000000	3,730	4,754	3,059	15,378	207	10
-3,360	000000	3,748	4,773	3,078	15,388	205	10
-3,387	000000	3,767	4,791	3,097	15,379	221	11
-3,397	000000	3,785	4,810	3,115	15,388	206	10
-3,421	000000	3,804	4,828	3,134	15,382	211	11
-3,439	000000	3,822	4,847	3,152	15,383	221	11
-3,463	000000	3,847	4,872	3,177	15,384	221	12
-3,488	000000	3,865	4,890	3,196	15,377	205	10
-3,499	000000	3,884	4,909	3,214	15,385	215	11
-3,519	000000	3,902	4,927	3,232	15,383	215	12
-3,536	000000	3,921	4,946	3,251	15,384	211	11
-3,554	000000	3,939	4,964	3,269	15,385	209	11
-3,579	000000	3,964	4,989	3,294	15,385	219	11
-3,599	000000	3,982	5,007	3,313	15,383	223	12
-3,614	000000	4,001	5,026	3,331	15,387	223	13
-3,636	000000	4,019	5,045	3,350	15,383	216	11
-3,651	000000	4,038	5,063	3,368	15,387	215	11
-3,671	000000	4,056	5,082	3,387	15,386	212	11
-3,696	000000	4,081	5,107	3,412	15,385	212	11
-3,713	000000	4,100	5,125	3,430	15,386	221	11
-3,731	000000	4,118	5,144	3,449	15,388	205	10
-3,749	000000	4,137	5,163	3,467	15,388	205	10
-3,767	000000	4,155	5,181	3,486	15,388	205	10
-3,786	000000	4,174	5,199	3,504	15,388	216	12
-3,813	000000	4,198	5,224	3,529	15,385	215	12
-3,826	000000	4,217	5,243	3,547	15,391	216	12
-3,848	000000	4,236	5,262	3,566	15,388	215	11
-3,865	000000	4,254	5,280	3,585	15,389	208	11
-3,885	000000	4,273	5,299	3,603	15,388	222	11
-3,900	000000	4,291	5,318	3,622	15,391	205	10
-3,922	000000	4,309	5,336	3,640	15,388	218	11
-3,944	000000	4,334	5,360	3,665	15,390	214	11
-3,962	000000	4,353	5,379	3,683	15,391	216	12
-3,982	000000	4,371	5,397	3,702	15,390	217	11
-4,002	000000	4,390	5,416	3,720	15,388	210	11
-4,018	000000	4,408	5,435	3,739	15,390	218	12
-4,037	000000	4,427	5,453	3,758	15,390	222	11
-4,063	000000	4,452	5,478	3,783	15,389	205	10
-4,078	000000	4,471	5,497	3,801	15,393	206	10
-4,097	000000	4,489	5,516	3,820	15,392	206	10
-4,116	000000	4,508	5,534	3,838	15,392	216	12
-4,137	000000	4,527	5,553	3,857	15,390	216	11
-4,152	000000	4,545	5,572	3,876	15,394	216	11
-4,177	000000	4,571	5,597	3,901	15,393	214	11
-4,195	000000	4,589	5,616	3,920	15,394	218	12
-4,217	000000	4,608	5,635	3,939	15,392	206	10
-4,233	000000	4,627	5,654	3,958	15,394	215	11
-4,248	000000	4,646	5,673	3,977	15,397	206	10
-4,274	000000	4,665	5,691	3,996	15,391	205	10
-4,299	000000	4,690	5,716	4,021	15,391	217	11
-4,312	000000	4,709	5,736	4,039	15,397	224	11
-4,334	000000	4,727	5,754	4,058	15,393	222	11
-4,349	000000	4,746	5,773	4,077	15,397	207	10
-4,368	000000	4,764	5,792	4,095	15,396	218	11
-4,386	000000	4,783	5,810	4,114	15,397	205	10
-4,412	000000	4,808	5,836	4,139	15,396	206	10
-4,427	000000	4,826	5,854	4,158	15,399	205	10
-4,448	000000	4,845	5,873	4,177	15,397	206	10
-4,467	000000	4,864	5,892	4,196	15,397	205	10
-4,491	000000	4,883	5,910	4,214	15,392	207	10
-4,502	000000	4,901	5,929	4,232	15,399	206	10
-4,529	000000	4,926	5,954	4,257	15,397	205	10
-4,547	000000	4,944	5,972	4,276	15,398	207	10
-4,565	000000	4,963	5,991	4,295	15,398	209	11
-4,587	000000	4,982	6,010	4,314	15,395	218	11
-4,600	000000	5,000	6,028	4,332	15,400	223	12
-4,618	000000	5,019	6,047	4,350	15,401	206	10
-4,638	000000	5,038	6,066	4,369	15,400	218	11
-4,663	000000	5,063	6,091	4,395	15,401	216	11
-4,679	000000	5,082	6,110	4,413	15,402	216	11
-4,699	000000	5,100	6,128	4,431	15,401	223	12
-4,716	000000	5,118	6,147	4,450	15,403	210	11
-4,737	000000	5,137	6,165	4,469	15,400	221	13
-4,753	000000	5,156	6,184	4,487	15,403	222	12
-4,778	000000	5,180	6,209	4,512	15,403	222	11
-4,799	000000	5,199	6,228	4,531	15,400	222	11
-4,815	000000	5,218	6,247	4,550	15,403	205	10
-4,837	000000	5,237	6,265	4,569	15,399	217	12
-4,853	000000	5,255	6,284	4,587	15,403	215	11
-4,875	000000	5,274	6,303	4,606	15,399	214	11
-4,895	000000	5,298	6,327	4,630	15,403	215	11
-4,912	000000	5,317	6,346	4,649	15,405	205	11
