#UPS-spectrum

#Date/time: 	2018-03-26__17-17-50


#AK pressure: 	8,74E-9 	mbar
#Pass energy: 	15.0 	eV
#Volt. bias: 	-15.0 	V
#Volt. lens: 	-15.0 	V
#Step width: 	20.0 	meV
#Counttime: 	200.0 	ms
#Vor: 	16.0 	V
#Nach: 	5.0 	V
#slope: 	0.613 	V/s
#offset: 	-48.850 	V


#Slope: 	72.7 	mV/s
#Counttime: 	200.0 	ms




#E_k 	 cps 	 Ana 	 Hemi 	 Hemo 	 EP 	 Mt + 	 + meas


13,077	000000	-12,929	-11,952	-13,621	15,148	208	19
13,059	000000	-12,910	-11,933	-13,602	15,148	209	19
13,039	000000	-12,891	-11,914	-13,583	15,148	210	19
13,022	000000	-12,873	-11,896	-13,565	15,150	213	19
13,002	000000	-12,854	-11,877	-13,546	15,148	204	18
12,975	000000	-12,829	-11,852	-13,521	15,146	204	18
12,961	000000	-12,810	-11,833	-13,502	15,150	211	19
12,941	000000	-12,791	-11,814	-13,483	15,150	209	19
12,922	000000	-12,773	-11,796	-13,465	15,149	206	19
12,905	000000	-12,754	-11,777	-13,446	15,151	210	19
12,888	000000	-12,736	-11,758	-13,428	15,152	214	19
12,863	000000	-12,711	-11,734	-13,403	15,152	207	18
12,846	000000	-12,692	-11,715	-13,385	15,154	213	18
12,828	000000	-12,674	-11,696	-13,366	15,154	215	18
12,809	000000	-12,656	-11,678	-13,348	15,153	213	18
12,790	000000	-12,637	-11,660	-13,329	15,153	212	18
12,772	000000	-12,619	-11,641	-13,311	15,153	216	18
12,753	000000	-12,600	-11,623	-13,292	15,153	207	17
12,731	000000	-12,576	-11,598	-13,268	15,155	210	17
12,710	000000	-12,557	-11,580	-13,249	15,153	208	17
12,695	000000	-12,539	-11,561	-13,231	15,156	208	17
12,677	000000	-12,520	-11,542	-13,212	15,156	215	17
12,658	000000	-12,502	-11,524	-13,193	15,157	210	17
12,638	000000	-12,483	-11,505	-13,175	15,154	208	17
12,615	000000	-12,459	-11,480	-13,150	15,157	210	17
12,598	000000	-12,440	-11,462	-13,132	15,158	210	17
12,578	000000	-12,421	-11,443	-13,113	15,157	207	17
12,560	000000	-12,403	-11,425	-13,095	15,157	204	18
12,538	000000	-12,384	-11,406	-13,076	15,154	212	19
12,524	000000	-12,366	-11,388	-13,058	15,157	213	19
12,498	000000	-12,341	-11,363	-13,033	15,157	212	19
12,481	000000	-12,322	-11,344	-13,014	15,159	210	19
12,462	000000	-12,304	-11,325	-12,995	15,159	209	19
12,442	000000	-12,285	-11,306	-12,976	15,158	209	19
12,423	000000	-12,266	-11,287	-12,957	15,157	210	19
12,404	000000	-12,247	-11,269	-12,939	15,157	209	19
12,381	000000	-12,222	-11,243	-12,914	15,159	209	19
12,363	000000	-12,203	-11,224	-12,894	15,159	208	19
12,344	000000	-12,184	-11,206	-12,876	15,160	210	19
12,324	000000	-12,166	-11,187	-12,857	15,158	208	18
12,308	000000	-12,147	-11,168	-12,838	15,161	208	19
12,288	000000	-12,128	-11,149	-12,819	15,160	209	19
12,262	000000	-12,103	-11,124	-12,794	15,159	209	19
12,246	000000	-12,085	-11,105	-12,776	15,161	209	19
12,228	000000	-12,066	-11,087	-12,757	15,162	208	19
12,208	000000	-12,047	-11,068	-12,738	15,161	210	19
12,190	000000	-12,028	-11,049	-12,719	15,162	208	19
12,172	000000	-12,010	-11,030	-12,701	15,162	210	19
12,146	000000	-11,985	-11,005	-12,676	15,162	203	18
12,129	000000	-11,966	-10,986	-12,657	15,163	209	19
12,110	000000	-11,947	-10,968	-12,638	15,163	210	19
12,072	000000	-11,929	-10,951	-12,620	15,144	209	19
12,056	000000	-11,910	-10,933	-12,601	15,146	209	19
12,039	000000	-11,892	-10,914	-12,583	15,147	208	19
12,020	000000	-11,873	-10,896	-12,564	15,146	209	19
11,994	000000	-11,849	-10,871	-12,539	15,146	209	19
11,978	000000	-11,830	-10,852	-12,521	15,148	209	19
11,956	000000	-11,812	-10,834	-12,502	15,144	204	18
11,940	000000	-11,793	-10,815	-12,484	15,147	209	19
11,919	000000	-11,774	-10,796	-12,465	15,145	209	19
11,903	000000	-11,756	-10,778	-12,447	15,147	205	19
11,881	000000	-11,731	-10,753	-12,422	15,150	211	19
11,861	000000	-11,712	-10,734	-12,404	15,149	209	19
11,842	000000	-11,694	-10,716	-12,385	15,148	210	19
11,824	000000	-11,675	-10,697	-12,366	15,149	211	19
11,807	000000	-11,657	-10,678	-12,348	15,150	209	19
11,789	000000	-11,638	-10,660	-12,329	15,150	208	18
11,764	000000	-11,614	-10,635	-12,304	15,150	211	19
11,745	000000	-11,595	-10,616	-12,285	15,151	211	19
11,725	000000	-11,576	-10,598	-12,267	15,149	212	19
11,707	000000	-11,557	-10,579	-12,248	15,150	211	19
11,688	000000	-11,539	-10,560	-12,230	15,149	206	18
11,669	000000	-11,520	-10,542	-12,211	15,149	214	19
11,644	000000	-11,496	-10,517	-12,186	15,148	208	18
11,628	000000	-11,477	-10,498	-12,168	15,151	212	18
11,611	000000	-11,458	-10,480	-12,149	15,153	211	18
11,592	000000	-11,440	-10,461	-12,130	15,152	211	18
11,573	000000	-11,421	-10,443	-12,112	15,152	212	18
11,556	000000	-11,403	-10,424	-12,093	15,153	210	17
11,529	000000	-11,378	-10,399	-12,068	15,151	206	17
11,514	000000	-11,359	-10,380	-12,050	15,154	210	17
11,494	000000	-11,341	-10,361	-12,031	15,153	209	17
11,477	000000	-11,322	-10,343	-12,013	15,155	209	17
11,458	000000	-11,303	-10,324	-11,993	15,155	213	17
11,439	000000	-11,285	-10,306	-11,975	15,154	209	17
11,413	000000	-11,260	-10,281	-11,950	15,153	209	17
11,394	000000	-11,241	-10,262	-11,932	15,153	210	17
11,378	000000	-11,223	-10,243	-11,913	15,155	210	17
11,360	000000	-11,204	-10,225	-11,894	15,155	209	17
11,341	000000	-11,185	-10,206	-11,876	15,156	211	18
11,321	000000	-11,167	-10,187	-11,857	15,154	215	19
11,304	000000	-11,149	-10,169	-11,838	15,156	213	19
11,281	000000	-11,124	-10,144	-11,814	15,157	210	19
11,263	000000	-11,105	-10,126	-11,796	15,158	209	19
11,243	000000	-11,087	-10,107	-11,777	15,156	211	19
11,226	000000	-11,068	-10,088	-11,758	15,157	209	19
11,207	000000	-11,050	-10,069	-11,740	15,158	210	19
11,187	000000	-11,031	-10,051	-11,721	15,156	208	19
11,164	000000	-11,006	-10,026	-11,696	15,158	209	19
11,144	000000	-10,988	-10,007	-11,677	15,156	208	19
11,129	000000	-10,969	-9,989	-11,659	15,159	208	19
11,111	000000	-10,953	-9,971	-11,641	15,158	211	19
11,092	000000	-10,934	-9,952	-11,622	15,157	212	19
11,076	000000	-10,916	-9,933	-11,604	15,160	206	19
11,050	000000	-10,891	-9,909	-11,579	15,158	209	19
11,033	000000	-10,873	-9,890	-11,560	15,161	208	19
11,014	000000	-10,854	-9,871	-11,542	15,160	209	19
10,994	000000	-10,835	-9,852	-11,523	15,159	210	19
10,978	000000	-10,817	-9,834	-11,504	15,161	209	19
10,959	000000	-10,798	-9,815	-11,485	15,162	210	19
10,935	000000	-10,773	-9,790	-11,460	15,162	209	19
10,915	000000	-10,754	-9,771	-11,442	15,161	210	19
10,897	000000	-10,736	-9,753	-11,423	15,161	208	19
10,879	000000	-10,717	-9,734	-11,405	15,162	209	19
10,865	000000	-10,699	-9,716	-11,387	15,166	209	19
10,844	000000	-10,681	-9,698	-11,368	15,163	209	19
10,820	000000	-10,656	-9,673	-11,344	15,164	208	19
10,801	000000	-10,638	-9,654	-11,325	15,164	208	19
10,782	000000	-10,619	-9,636	-11,307	15,163	212	19
10,764	000000	-10,601	-9,618	-11,289	15,163	209	19
10,745	000000	-10,583	-9,599	-11,270	15,163	206	18
10,729	000000	-10,564	-9,581	-11,251	15,164	210	19
10,712	000000	-10,546	-9,562	-11,233	15,166	209	19
10,688	000000	-10,521	-9,537	-11,208	15,168	210	19
10,667	000000	-10,502	-9,518	-11,189	15,165	210	19
10,650	000000	-10,484	-9,500	-11,171	15,166	210	19
10,630	000000	-10,465	-9,481	-11,152	15,165	211	19
10,613	000000	-10,446	-9,463	-11,134	15,167	213	19
10,593	000000	-10,428	-9,444	-11,115	15,165	211	19
10,568	000000	-10,402	-9,419	-11,090	15,166	207	18
10,552	000000	-10,384	-9,400	-11,071	15,168	209	19
10,533	000000	-10,365	-9,381	-11,052	15,167	214	19
10,513	000000	-10,347	-9,363	-11,034	15,166	206	18
10,494	000000	-10,328	-9,344	-11,015	15,166	207	18
10,477	000000	-10,310	-9,326	-10,997	15,167	207	18
10,452	000000	-10,285	-9,301	-10,972	15,167	215	19
10,458	000000	-10,267	-9,282	-10,956	15,191	215	18
10,435	000000	-10,248	-9,264	-10,937	15,187	212	18
10,417	000000	-10,230	-9,246	-10,919	15,187	209	17
10,398	000000	-10,211	-9,227	-10,900	15,187	215	18
10,381	000000	-10,193	-9,208	-10,881	15,189	206	17
10,355	000000	-10,168	-9,184	-10,857	15,187	208	17
10,336	000000	-10,149	-9,165	-10,838	15,187	207	17
10,319	000000	-10,131	-9,146	-10,820	15,188	210	17
10,301	000000	-10,112	-9,127	-10,801	15,189	210	17
10,281	000000	-10,094	-9,109	-10,782	15,188	208	17
10,264	000000	-10,075	-9,090	-10,763	15,189	208	17
10,241	000000	-10,050	-9,065	-10,739	15,191	214	17
10,221	000000	-10,032	-9,047	-10,720	15,189	209	17
10,207	000000	-10,013	-9,028	-10,702	15,194	208	17
10,184	000000	-9,994	-9,009	-10,683	15,190	204	17
10,168	000000	-9,976	-8,990	-10,664	15,193	214	18
10,147	000000	-9,957	-8,972	-10,645	15,190	203	18
10,123	000000	-9,932	-8,947	-10,620	15,191	212	19
10,107	000000	-9,913	-8,928	-10,602	15,194	208	19
10,085	000000	-9,894	-8,909	-10,583	15,191	210	20
10,066	000000	-9,876	-8,891	-10,564	15,191	211	19
10,047	000000	-9,857	-8,872	-10,546	15,190	209	19
10,030	000000	-9,839	-8,853	-10,527	15,192	209	19
10,011	000000	-9,820	-8,834	-10,508	15,191	210	19
9,989	000000	-9,795	-8,810	-10,484	15,194	208	19
9,968	000000	-9,777	-8,791	-10,465	15,192	208	19
9,950	000000	-9,758	-8,772	-10,446	15,192	211	19
9,932	000000	-9,740	-8,754	-10,428	15,193	207	19
9,917	000000	-9,721	-8,735	-10,409	15,196	207	19
9,895	000000	-9,702	-8,716	-10,390	15,194	213	19
9,871	000000	-9,677	-8,691	-10,365	15,193	208	19
9,855	000000	-9,659	-8,672	-10,347	15,197	210	19
9,832	000000	-9,640	-8,654	-10,328	15,192	209	19
9,816	000000	-9,621	-8,635	-10,309	15,195	209	19
9,796	000000	-9,603	-8,617	-10,291	15,193	213	19
9,781	000000	-9,584	-8,598	-10,272	15,197	209	19
9,755	000000	-9,560	-8,574	-10,248	15,195	209	19
9,737	000000	-9,542	-8,555	-10,229	15,196	209	19
9,720	000000	-9,523	-8,537	-10,211	15,197	212	19
9,705	000000	-9,505	-8,518	-10,193	15,200	209	19
9,683	000000	-9,487	-8,500	-10,175	15,196	209	19
9,667	000000	-9,468	-8,482	-10,156	15,199	208	19
9,642	000000	-9,444	-8,457	-10,132	15,198	209	19
9,622	000000	-9,425	-8,439	-10,113	15,197	210	19
9,606	000000	-9,407	-8,420	-10,095	15,199	208	19
9,588	000000	-9,389	-8,402	-10,077	15,199	206	19
9,568	000000	-9,370	-8,384	-10,058	15,198	209	19
9,549	000000	-9,352	-8,364	-10,039	15,198	207	18
9,528	000000	-9,327	-8,339	-10,014	15,201	209	19
9,505	000000	-9,308	-8,321	-9,995	15,197	210	19
9,491	000000	-9,289	-8,302	-9,977	15,202	209	19
9,470	000000	-9,271	-8,283	-9,958	15,199	210	19
9,454	000000	-9,252	-8,264	-9,939	15,202	212	19
9,432	000000	-9,233	-8,246	-9,920	15,199	208	19
9,407	000000	-9,208	-8,220	-9,895	15,200	210	19
9,392	000000	-9,189	-8,202	-9,876	15,202	210	19
9,371	000000	-9,171	-8,183	-9,858	15,201	205	18
9,354	000000	-9,152	-8,164	-9,839	15,203	214	19
9,334	000000	-9,133	-8,146	-9,821	15,201	215	19
9,318	000000	-9,115	-8,127	-9,802	15,203	205	18
9,300	000000	-9,097	-8,108	-9,784	15,204	209	18
9,274	000000	-9,072	-8,084	-9,759	15,203	206	18
9,256	000000	-9,053	-8,065	-9,740	15,203	211	18
9,238	000000	-9,034	-8,046	-9,721	15,204	212	18
9,218	000000	-9,016	-8,028	-9,703	15,203	215	18
9,202	000000	-8,997	-8,009	-9,684	15,205	208	17
9,181	000000	-8,978	-7,990	-9,665	15,203	205	17
9,156	000000	-8,953	-7,965	-9,640	15,203	207	17
9,143	000000	-8,935	-7,947	-9,622	15,208	207	17
9,118	000000	-8,916	-7,928	-9,603	15,202	211	17
9,104	000000	-8,898	-7,909	-9,585	15,207	210	17
9,083	000000	-8,879	-7,891	-9,566	15,204	210	17
9,069	000000	-8,860	-7,872	-9,547	15,208	210	17
9,043	000000	-8,835	-7,847	-9,522	15,207	208	17
9,024	000000	-8,817	-7,828	-9,504	15,207	214	17
9,004	000000	-8,798	-7,810	-9,485	15,206	208	17
8,985	000000	-8,780	-7,791	-9,466	15,206	207	17
8,967	000000	-8,761	-7,773	-9,448	15,206	209	18
8,952	000000	-8,743	-7,754	-9,430	15,209	206	18
8,926	000000	-8,718	-7,729	-9,405	15,209	207	18
8,905	000000	-8,699	-7,711	-9,386	15,206	209	19
8,888	000000	-8,681	-7,692	-9,367	15,207	208	19
8,866	000000	-8,662	-7,673	-9,349	15,204	208	19
8,851	000000	-8,643	-7,654	-9,330	15,208	205	18
8,828	000000	-8,624	-7,636	-9,311	15,204	209	19
8,805	000000	-8,599	-7,611	-9,286	15,205	209	19
8,789	000000	-8,581	-7,592	-9,268	15,208	209	19
8,770	000000	-8,563	-7,574	-9,249	15,208	208	19
8,752	000000	-8,544	-7,555	-9,231	15,208	207	19
8,733	000000	-8,526	-7,537	-9,212	15,207	209	19
8,716	000000	-8,507	-7,518	-9,194	15,209	208	19
8,691	000000	-8,483	-7,494	-9,169	15,209	209	19
8,675	000000	-8,464	-7,475	-9,151	15,211	205	18
8,654	000000	-8,446	-7,457	-9,132	15,208	210	19
8,638	000000	-8,427	-7,438	-9,114	15,211	208	19
8,616	000000	-8,408	-7,419	-9,094	15,208	212	19
8,600	000000	-8,390	-7,400	-9,076	15,210	211	19
8,581	000000	-8,371	-7,382	-9,058	15,209	207	19
8,554	000000	-8,347	-7,357	-9,033	15,208	209	19
8,541	000000	-8,328	-7,339	-9,015	15,213	208	19
8,521	000000	-8,310	-7,320	-8,996	15,212	209	19
8,504	000000	-8,291	-7,301	-8,978	15,213	213	19
8,485	000000	-8,273	-7,283	-8,959	15,212	209	19
8,465	000000	-8,255	-7,265	-8,941	15,211	209	19
8,442	000000	-8,230	-7,240	-8,916	15,212	208	19
8,425	000000	-8,211	-7,221	-8,897	15,214	208	19
8,404	000000	-8,192	-7,203	-8,879	15,212	207	19
8,389	000000	-8,174	-7,184	-8,860	15,215	209	19
8,366	000000	-8,156	-7,166	-8,842	15,210	210	19
8,352	000000	-8,137	-7,147	-8,823	15,214	208	19
8,327	000000	-8,112	-7,122	-8,798	15,215	205	18
8,306	000000	-8,094	-7,103	-8,779	15,213	211	19
8,291	000000	-8,075	-7,085	-8,761	15,215	210	19
8,272	000000	-8,057	-7,066	-8,743	15,215	212	19
8,254	000000	-8,038	-7,047	-8,724	15,216	212	19
8,234	000000	-8,019	-7,029	-8,705	15,215	207	19
8,209	000000	-7,994	-7,004	-8,680	15,215	213	20
8,190	000000	-7,976	-6,985	-8,662	15,214	207	19
8,174	000000	-7,957	-6,967	-8,643	15,217	212	19
8,153	000000	-7,939	-6,948	-8,624	15,214	212	18
8,136	000000	-7,920	-6,929	-8,606	15,216	215	19
8,116	000000	-7,902	-6,911	-8,587	15,215	206	18
8,092	000000	-7,877	-6,886	-8,562	15,216	209	18
8,077	000000	-7,858	-6,867	-8,544	15,219	207	18
8,055	000000	-7,840	-6,848	-8,525	15,216	215	19
8,040	000000	-7,821	-6,829	-8,506	15,220	209	18
8,020	000000	-7,802	-6,811	-8,487	15,218	214	18
8,003	000000	-7,783	-6,792	-8,469	15,220	205	17
7,979	000000	-7,759	-6,767	-8,444	15,221	209	17
7,962	000000	-7,740	-6,749	-8,426	15,222	209	17
7,941	000000	-7,721	-6,730	-8,407	15,220	208	17
7,924	000000	-7,703	-6,711	-8,388	15,221	208	17
7,905	000000	-7,684	-6,692	-8,369	15,221	208	17
7,888	000000	-7,666	-6,674	-8,351	15,223	209	17
7,866	000000	-7,647	-6,655	-8,332	15,219	209	17
7,841	000000	-7,622	-6,630	-8,306	15,219	210	17
7,825	000000	-7,603	-6,611	-8,288	15,222	209	17
7,804	000000	-7,584	-6,592	-8,269	15,219	215	17
7,788	000000	-7,566	-6,574	-8,251	15,222	208	17
7,766	000000	-7,547	-6,555	-8,232	15,219	214	18
7,750	000000	-7,529	-6,536	-8,213	15,222	212	19
7,727	000000	-7,504	-6,511	-8,189	15,223	213	19
7,708	000000	-7,485	-6,493	-8,170	15,222	210	19
7,690	000000	-7,466	-6,474	-8,151	15,224	208	19
7,670	000000	-7,448	-6,455	-8,132	15,223	208	19
7,653	000000	-7,429	-6,436	-8,114	15,224	209	19
7,635	000000	-7,410	-6,418	-8,095	15,224	212	19
7,610	000000	-7,386	-6,393	-8,070	15,225	208	19
7,591	000000	-7,367	-6,374	-8,052	15,224	212	19
7,574	000000	-7,349	-6,356	-8,033	15,225	208	19
7,553	000000	-7,330	-6,337	-8,015	15,223	208	19
7,538	000000	-7,312	-6,319	-7,997	15,226	210	19
7,516	000000	-7,293	-6,300	-7,978	15,222	209	19
7,492	000000	-7,269	-6,276	-7,953	15,224	209	19
7,477	000000	-7,250	-6,257	-7,934	15,227	209	19
7,457	000000	-7,231	-6,238	-7,916	15,225	213	19
7,441	000000	-7,213	-6,220	-7,897	15,228	212	19
7,421	000000	-7,194	-6,201	-7,879	15,227	209	19
7,403	000000	-7,175	-6,182	-7,860	15,228	208	19
7,380	000000	-7,151	-6,157	-7,835	15,229	209	19
7,361	000000	-7,132	-6,139	-7,817	15,229	209	19
7,341	000000	-7,114	-6,120	-7,798	15,227	210	19
7,324	000000	-7,094	-6,101	-7,779	15,230	208	19
7,301	000000	-7,076	-6,083	-7,760	15,226	208	19
7,285	000000	-7,057	-6,064	-7,742	15,227	206	18
7,261	000000	-7,032	-6,039	-7,717	15,229	207	19
7,243	000000	-7,014	-6,020	-7,698	15,229	210	19
7,227	000000	-6,995	-6,001	-7,679	15,232	209	19
7,204	000000	-6,976	-5,983	-7,660	15,228	208	19
7,192	000000	-6,958	-5,964	-7,642	15,234	210	19
7,171	000000	-6,939	-5,945	-7,624	15,232	208	19
7,153	000000	-6,920	-5,926	-7,605	15,232	210	19
7,130	000000	-6,895	-5,901	-7,580	15,235	212	19
7,110	000000	-6,877	-5,883	-7,561	15,234	214	19
7,093	000000	-6,858	-5,864	-7,543	15,235	212	19
7,074	000000	-6,840	-5,846	-7,524	15,235	211	19
7,055	000000	-6,821	-5,827	-7,505	15,234	210	19
7,036	000000	-6,802	-5,808	-7,486	15,234	213	19
7,012	000000	-6,777	-5,783	-7,462	15,235	214	19
6,993	000000	-6,759	-5,765	-7,443	15,234	215	19
6,976	000000	-6,740	-5,746	-7,424	15,236	212	19
6,956	000000	-6,722	-5,727	-7,405	15,234	205	18
6,937	000000	-6,703	-5,709	-7,387	15,235	210	18
6,919	000000	-6,684	-5,690	-7,368	15,235	208	18
6,894	000000	-6,659	-5,665	-7,343	15,234	211	18
6,876	000000	-6,641	-5,646	-7,325	15,236	215	18
6,855	000000	-6,622	-5,627	-7,306	15,233	213	18
6,840	000000	-6,603	-5,608	-7,287	15,237	213	18
6,822	000000	-6,585	-5,590	-7,269	15,238	206	17
6,805	000000	-6,566	-5,571	-7,250	15,239	207	17
6,781	000000	-6,541	-5,546	-7,225	15,240	209	17
6,761	000000	-6,522	-5,528	-7,206	15,238	209	17
6,742	000000	-6,504	-5,509	-7,188	15,238	210	17
6,725	000000	-6,485	-5,490	-7,169	15,240	208	17
6,706	000000	-6,467	-5,472	-7,150	15,239	208	17
6,687	000000	-6,448	-5,453	-7,132	15,239	208	17
6,664	000000	-6,423	-5,428	-7,107	15,241	209	17
6,644	000000	-6,405	-5,409	-7,088	15,239	208	17
6,625	000000	-6,386	-5,391	-7,070	15,239	209	17
6,606	000000	-6,368	-5,372	-7,051	15,238	205	18
6,590	000000	-6,349	-5,354	-7,033	15,241	207	18
6,572	000000	-6,331	-5,335	-7,014	15,242	210	19
6,554	000000	-6,312	-5,317	-6,996	15,242	204	18
6,530	000000	-6,288	-5,292	-6,971	15,242	210	19
6,511	000000	-6,269	-5,274	-6,953	15,242	212	19
6,493	000000	-6,251	-5,255	-6,934	15,242	209	19
6,476	000000	-6,232	-5,236	-6,916	15,244	208	19
6,456	000000	-6,214	-5,218	-6,897	15,242	212	19
6,437	000000	-6,195	-5,199	-6,879	15,242	210	19
6,411	000000	-6,170	-5,175	-6,854	15,241	212	19
6,392	000000	-6,152	-5,156	-6,835	15,240	209	19
6,376	000000	-6,133	-5,137	-6,816	15,243	209	19
6,357	000000	-6,114	-5,118	-6,798	15,242	208	19
6,338	000000	-6,096	-5,100	-6,779	15,243	209	19
6,321	000000	-6,077	-5,081	-6,760	15,243	208	19
6,297	000000	-6,052	-5,056	-6,735	15,244	211	19
6,279	000000	-6,034	-5,037	-6,717	15,245	209	19
6,261	000000	-6,015	-5,018	-6,698	15,246	209	19
6,242	000000	-5,997	-5,000	-6,679	15,245	213	19
6,223	000000	-5,978	-4,981	-6,661	15,245	208	19
6,206	000000	-5,959	-4,962	-6,642	15,247	209	19
6,182	000000	-5,935	-4,938	-6,617	15,247	205	19
6,158	000000	-5,916	-4,920	-6,599	15,242	209	19
6,143	000000	-5,897	-4,901	-6,580	15,246	209	19
6,125	000000	-5,879	-4,882	-6,562	15,247	213	19
6,107	000000	-5,860	-4,863	-6,543	15,247	207	19
6,089	000000	-5,841	-4,844	-6,524	15,247	208	19
6,064	000000	-5,817	-4,820	-6,499	15,248	211	19
6,046	000000	-5,798	-4,801	-6,481	15,248	209	19
6,028	000000	-5,780	-4,782	-6,462	15,249	210	19
6,009	000000	-5,761	-4,764	-6,444	15,249	208	19
5,991	000000	-5,743	-4,745	-6,425	15,249	207	19
5,973	000000	-5,724	-4,727	-6,407	15,249	211	19
5,947	000000	-5,699	-4,702	-6,382	15,248	212	19
5,930	000000	-5,681	-4,683	-6,363	15,249	209	19
5,910	000000	-5,662	-4,664	-6,344	15,248	211	19
5,894	000000	-5,643	-4,646	-6,326	15,250	214	19
5,874	000000	-5,624	-4,627	-6,307	15,250	210	19
5,858	000000	-5,606	-4,608	-6,289	15,252	211	19
5,840	000000	-5,588	-4,590	-6,270	15,252	208	19
5,815	000000	-5,563	-4,565	-6,246	15,252	212	19
5,796	000000	-5,545	-4,547	-6,228	15,251	205	18
5,779	000000	-5,527	-4,528	-6,209	15,253	206	18
5,758	000000	-5,508	-4,510	-6,190	15,251	205	18
5,742	000000	-5,489	-4,491	-6,172	15,253	205	18
5,722	000000	-5,471	-4,473	-6,153	15,251	208	18
5,681	000000	-5,446	-4,450	-6,129	15,235	209	18
5,661	000000	-5,427	-4,431	-6,110	15,233	214	18
5,646	000000	-5,409	-4,413	-6,091	15,237	210	18
5,625	000000	-5,390	-4,394	-6,073	15,234	213	18
5,607	000000	-5,372	-4,376	-6,054	15,235	212	17
5,591	000000	-5,354	-4,358	-6,036	15,237	208	17
5,567	000000	-5,329	-4,333	-6,012	15,238	207	17
5,549	000000	-5,311	-4,314	-5,993	15,238	208	17
5,530	000000	-5,293	-4,296	-5,975	15,238	212	17
5,510	000000	-5,274	-4,278	-5,956	15,236	208	17
5,493	000000	-5,255	-4,259	-5,938	15,238	209	17
5,475	000000	-5,237	-4,240	-5,919	15,239	209	17
5,450	000000	-5,212	-4,215	-5,894	15,238	210	17
5,434	000000	-5,193	-4,197	-5,876	15,241	206	17
5,413	000000	-5,175	-4,178	-5,857	15,237	214	18
5,396	000000	-5,156	-4,159	-5,838	15,239	203	18
5,377	000000	-5,138	-4,141	-5,820	15,240	210	19
5,360	000000	-5,119	-4,122	-5,801	15,241	206	18
5,334	000000	-5,094	-4,097	-5,776	15,240	210	19
5,316	000000	-5,075	-4,078	-5,757	15,241	211	19
5,297	000000	-5,057	-4,059	-5,738	15,240	207	19
5,279	000000	-5,038	-4,040	-5,720	15,241	209	19
5,261	000000	-5,019	-4,022	-5,701	15,242	212	19
5,241	000000	-5,001	-4,003	-5,682	15,241	209	19
5,218	000000	-4,976	-3,979	-5,658	15,242	209	19
5,199	000000	-4,957	-3,960	-5,639	15,241	209	19
5,181	000000	-4,939	-3,941	-5,621	15,242	213	19
5,163	000000	-4,920	-3,923	-5,602	15,242	208	19
5,145	000000	-4,902	-3,904	-5,584	15,243	209	19
5,125	000000	-4,883	-3,886	-5,565	15,242	208	19
5,106	000000	-4,864	-3,867	-5,546	15,242	212	19
5,084	000000	-4,839	-3,841	-5,521	15,245	208	19
5,064	000000	-4,821	-3,823	-5,503	15,243	209	19
5,047	000000	-4,803	-3,804	-5,484	15,244	208	19
5,029	000000	-4,784	-3,786	-5,466	15,245	210	19
5,010	000000	-4,765	-3,767	-5,447	15,245	205	18
4,991	000000	-4,746	-3,749	-5,428	15,245	209	19
4,967	000000	-4,722	-3,724	-5,403	15,245	209	19
4,950	000000	-4,703	-3,705	-5,385	15,247	209	19
4,931	000000	-4,684	-3,686	-5,366	15,247	213	19
4,911	000000	-4,666	-3,667	-5,347	15,246	210	19
4,893	000000	-4,647	-3,649	-5,328	15,246	208	19
4,875	000000	-4,628	-3,630	-5,309	15,247	209	19
4,851	000000	-4,603	-3,605	-5,285	15,247	210	19
4,831	000000	-4,585	-3,586	-5,266	15,246	209	18
4,814	000000	-4,566	-3,567	-5,247	15,248	209	19
4,794	000000	-4,547	-3,549	-5,228	15,247	209	19
4,778	000000	-4,529	-3,530	-5,210	15,249	209	19
4,759	000000	-4,510	-3,511	-5,191	15,249	214	19
4,735	000000	-4,485	-3,486	-5,166	15,249	210	19
4,716	000000	-4,466	-3,467	-5,148	15,250	210	19
4,698	000000	-4,449	-3,448	-5,128	15,249	210	19
4,680	000000	-4,430	-3,429	-5,110	15,250	211	19
4,661	000000	-4,412	-3,411	-5,091	15,249	205	18
4,645	000000	-4,393	-3,392	-5,073	15,251	212	19
4,619	000000	-4,369	-3,367	-5,048	15,250	211	19
4,600	000000	-4,350	-3,349	-5,029	15,250	210	18
4,584	000000	-4,332	-3,330	-5,011	15,252	213	19
4,565	000000	-4,313	-3,312	-4,992	15,252	214	19
4,546	000000	-4,295	-3,293	-4,973	15,252	207	18
4,528	000000	-4,276	-3,275	-4,955	15,252	204	18
4,504	000000	-4,251	-3,250	-4,930	15,253	213	18
4,485	000000	-4,232	-3,231	-4,911	15,253	206	17
4,468	000000	-4,214	-3,212	-4,893	15,254	214	18
4,449	000000	-4,196	-3,194	-4,874	15,254	215	18
4,431	000000	-4,177	-3,175	-4,856	15,254	213	18
4,412	000000	-4,159	-3,157	-4,837	15,253	208	17
4,393	000000	-4,141	-3,139	-4,819	15,252	208	17
4,370	000000	-4,116	-3,114	-4,795	15,254	207	17
4,352	000000	-4,097	-3,095	-4,776	15,255	210	17
4,333	000000	-4,079	-3,076	-4,757	15,255	208	17
4,314	000000	-4,060	-3,058	-4,738	15,255	211	17
4,296	000000	-4,042	-3,039	-4,720	15,254	208	17
4,280	000000	-4,023	-3,020	-4,701	15,258	209	17
4,255	000000	-3,998	-2,996	-4,677	15,257	209	17
